"","x"
"7477",452.288359507512
"7478",611.634471530386
"7479",446.054153799108
"7480",500.756966222369
"7481",223.834072619288
"7482",352.100827426735
"7483",294.096214523439
"7484",367.102411137688
"7485",356.244154172348
"7486",254.395540311176
"7487",373.585304441841
"7488",259.791816222479
"7489",796.149463259355
"7490",1135.26969181692
"7491",377.363754003433
"7492",823.563009591787
"7493",1021.92771865515
"7494",344.431784806314
"7495",615.957661295726
"7496",295.764153188635
"7497",1169.44327913394
"7498",452.534757684424
"7499",487.827800616854
"7500",290.917536295244
"7501",465.332834824571
"7502",314.418940577614
"7503",462.422715994887
"7504",620.338197534149
"7505",292.945565341907
"7506",392.182323914614
"7507",551.361117475616
"7508",208.66762006714
"7509",473.190265640501
"7510",631.290992779787
"7511",1205.34119693198
"7512",316.226376286415
"7513",208.830262722978
"7514",343.435811664105
"7515",312.620647458535
"7516",967.142325843671
"7517",728.594703624898
"7518",600.75962568446
"7519",604.839197763106
"7520",693.663347181818
"7521",828.457109098227
"7522",226.433713423581
"7523",385.749592674521
"7524",699.100613091333
"7525",288.432905317896
"7526",239.160102384581
"7527",372.84579513693
"7528",369.351651464958
"7529",514.768944623515
"7530",372.475839380573
"7531",345.884415586533
"7532",434.482766656035
"7533",693.624295908035
"7534",275.373741228816
"7535",312.897839706431
"7536",613.061911695306
"7537",923.195567015713
"7538",604.840184466438
"7539",261.665417115545
"7540",375.043824554897
"7541",1729.47827532947
"7542",605.085172496533
"7543",329.546209013838
"7544",242.332243390084
"7545",243.495127380245
"7546",332.77793888506
"7547",272.584917745672
"7548",182.009912206033
"7549",266.695239621742
"7550",215.078939089138
"7551",1154.36952117321
"7552",464.69811296491
"7553",234.629149354844
"7554",1261.44844538879
"7555",309.932852659075
"7556",249.202052090997
"7557",313.642716479366
"7558",331.341127472404
"7559",981.870976167373
"7560",568.862328980226
"7561",620.848446341814
"7562",635.169691788949
"7563",510.034993363865
"7564",262.690497396717
"7565",246.858332639215
"7566",438.048979602751
"7567",603.542141034028
"7568",698.179105930769
"7569",578.286409451643
"7570",601.142084909843
"7571",409.089224341213
"7572",773.997918179832
"7573",342.321228084528
"7574",582.922465538422
"7575",443.429644500428
"7576",584.077196634192
"7577",484.560111216561
"7578",772.819314472233
"7579",374.586221560941
"7580",364.755720225732
"7581",348.374263835741
"7582",730.909194032971
"7583",607.504566506904
"7584",1214.58110138018
"7585",515.987747923294
"7586",1123.84644584698
"7587",217.435767541886
"7588",302.852161876219
"7589",309.376212096528
"7590",272.376100938508
"7591",335.758444272114
"7592",403.300684338725
"7593",627.237391890014
"7594",383.07544967039
"7595",464.292917158918
"7596",550.603287959242
"7597",512.616422136842
"7598",266.98960457378
"7599",270.538448030569
"7600",637.07745129319
"7601",496.728955129116
"7602",627.010169795167
"7603",615.518644355457
"7604",261.304069688775
"7605",272.699440622079
"7606",535.073408950459
"7607",309.047555561526
"7608",252.025041598166
"7609",513.438246037558
"7610",446.074800214382
"7611",555.02842361475
"7612",516.939266319351
"7613",185.989083550149
"7614",255.817124896239
"7615",236.138220240377
"7616",664.980055132586
"7617",225.23819160558
"7618",412.690501035752
"7619",411.254057636753
"7620",621.129588917396
"7621",580.407784004999
"7622",477.578115914763
"7623",184.042199498659
"7624",348.316297691
"7625",405.971524807509
"7626",439.932209267977
"7627",491.655084743938
"7628",632.924720020059
"7629",651.044185599928
"7630",203.601891085873
"7631",1444.22643606081
"7632",643.022453361732
"7633",353.243807904083
"7634",334.182200886789
"7635",307.116544418868
"7636",450.852386240685
"7637",518.743781235622
"7638",695.598219384067
"7639",652.098267678347
"7640",192.051904076544
"7641",225.115894540552
"7642",465.760042342315
"7643",534.887767299377
"7644",411.386594424221
"7645",583.677265100565
"7646",271.010877727905
"7647",285.314060629055
"7648",218.132258581715
"7649",295.282339771677
"7650",1332.75129053986
"7651",389.031455465506
"7652",915.508813834183
"7653",391.948615410719
"7654",226.526453768382
"7655",533.46646885545
"7656",388.481736518309
"7657",304.724020142672
"7658",734.789516592229
"7659",382.923160728602
"7660",458.530213203675
"7661",544.991799617226
"7662",387.197029001086
"7663",208.980091811089
"7664",494.221039119873
"7665",410.845473604617
"7666",750.362718064779
"7667",960.47744913409
"7668",941.885639620324
"7669",521.865088453265
"7670",777.791622551982
"7671",702.29539029677
"7672",450.404587147684
"7673",957.92585131405
"7674",350.879723487711
"7675",961.429123135448
"7676",187.931923582525
"7677",254.263270777223
"7678",308.49256300198
"7679",295.490666291498
"7680",600.100945987517
"7681",468.560267947985
"7682",391.926695988029
"7683",292.421173788958
"7684",276.240151453642
"7685",323.762413664272
"7686",221.10261463649
"7687",338.191604264328
"7688",377.884937110577
"7689",622.250917024524
"7690",266.476378417634
"7691",341.795185917283
"7692",641.737898854301
"7693",612.062623763265
"7694",588.023349299919
"7695",587.973451355574
"7696",323.635077078542
"7697",361.920757614526
"7698",487.93351031035
"7699",312.739085581408
"7700",234.297518749872
"7701",590.690710801492
"7702",687.319476324117
"7703",344.058819024182
"7704",491.502289887983
"7705",296.656959047403
"7706",940.496785494783
"7707",252.165749316628
"7708",629.21617110125
"7709",356.840076778828
"7710",429.893502345494
"7711",321.332449559751
"7712",383.786419275148
"7713",379.03168610459
"7714",267.862733270477
"7715",359.783259042585
"7716",521.469061050862
"7717",673.348984332257
"7718",278.281834198963
"7719",1105.87754124047
"7720",393.190417966259
"7721",280.509974064815
"7722",217.431041216354
"7723",315.422336885828
"7724",640.732039337654
"7725",195.2626829847
"7726",280.732073766087
"7727",442.662193314355
"7728",250.984090700979
"7729",193.618899559165
"7730",958.294964462308
"7731",553.593448445131
"7732",336.175780326954
"7733",960.407095996352
"7734",437.122959346669
"7735",408.515383994897
"7736",816.931919113789
"7737",529.904579263252
"7738",283.024158946844
"7739",709.166026927011
"7740",548.154019129285
"7741",647.422015314182
"7742",491.06987654783
"7743",389.979439279796
"7744",585.795447216462
"7745",276.412303304595
"7746",436.268710327273
"7747",508.280116268223
"7748",739.916163524193
"7749",643.456914468966
"7750",320.174274849549
"7751",377.240384570654
"7752",473.886819943795
"7753",542.572970863946
"7754",181.867254474036
"7755",615.881982715228
"7756",418.653927193072
"7757",293.425136647227
"7758",399.708328882432
"7759",521.704395403574
"7760",574.420055696634
"7761",461.873395874258
"7762",397.078824471128
"7763",735.013437854593
"7764",298.53167411244
"7765",409.214033672686
"7766",277.999351032553
"7767",486.312349340567
